song_title,explicit,artists,artist_ids,genres,release_date,lyrics,sentiments,languages,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Kitne Bhi Tu Karle Sitam - Sanam Teri Kasam / Soundtrack Version,False,['Kishore Kumar'],['0GF4shudTAFv8ak9eWdd4Y'],"['classic bollywood', 'filmi']",2023-04-15,कितने भी तू कर ले सितम हँस-हँस के सहेंगे हम कितने भी तू कर ले सितम हँस-हँस के सहेंगे हम ये प्यार ना होगा कम सनम तेरी कसम सनम तेरी कसम सनम तेरी कसम कितने भी तू कर ले सितम हँस-हँस के सहेंगे हम ये प्यार ना होगा कम सनम तेरी कसम सनम तेरी कसम सनम तेरी कसम जितना तड़पाएगी मुझको उतना ही तड़पेगी तू भी जो आज है आरज़ू मेरी वो कल तेरी आरज़ू होगी जितना तड़पाएगी मुझको उतना ही तड़पेगी तू भी जो आज है आरज़ू मेरी वो कल तेरी आरज़ू होगी ये झूठ नहीं सच है सनम सनम तेरी कसम सनम तेरी कसम सनम तेरी कसम नफ़रत से देखना पहले अंदाज़ प्यार का है ये कुछ है आँखों का रिश्ता गुस्सा इकरार का है ये नफ़रत से देखना पहले अंदाज़ प्यार का है ये कुछ है आँखों का रिश्ता गुस्सा इकरार का है ये बड़ा प्यारा है तेरा ज़ुल्म सनम तेरी कसम सनम तेरी कसम सनम तेरी कसम कितने भी तू कर ले सितम हँस-हँस के सहेंगे हम कितने भी तू कर ले सितम हँस-हँस के सहेंगे हम ये प्यार ना होगा कम सनम तेरी कसम सनम तेरी कसम सनम तेरी कसम ,"[0, 0, 0, 0, 0.4986305832862854, 0, 0]","['hi', 'mr']",0.612,0.711,7,-6.851,1,0.0328,0.423,1.69e-05,0.0838,0.939,128.825,audio_features,00AwAaa2ycvGLdoh7d15nl,spotify:track:00AwAaa2ycvGLdoh7d15nl,https://api.spotify.com/v1/tracks/00AwAaa2ycvGLdoh7d15nl,https://api.spotify.com/v1/audio-analysis/00AwAaa2ycvGLdoh7d15nl,277253,4
One Right Now (with The Weeknd),True,"['Post Malone', 'The Weeknd']","['246dkjvS1zLTtiykXe5h60', '1Xyo4u8uXC1ZmMpatF05PJ']","['dfw rap', 'melodic rap', 'pop', 'rap', 'canadian contemporary r&b', 'canadian pop', 'pop']",2021-11-05,"Na-na-na-na, na-na Na-na-na-na, oh no Yeah, yeah Said you love me, but I don't care That I broke my hand on the same wall That you told me that he fucked you on (oh!) You think it's so easy fucking with my feelings I got one coming over and one right now (uh) One right now (One right now, one right now, oh-oh-oh) I got one coming over and one right now Said you want to have my babies I fucked you so good, you should pay me Don't call me ""baby"" when you did me so wrong (When you did me so wrong) But I got over what you did already Body for body, so petty How many of your friends fit in my Rolls? (Can you fit in my Rolls?) Bought you a new face, you should call me ""Dad"" Baby, Hermès, but you dropped the bag Baby, truth is, maybe one's just not enough You say you love me, but I don't care That I broke my hand on the same wall That you told me that he fucked you on (that he fucked you on) You think it's so easy fucking with my feelings (feelings) I got one coming over and one right now (uh) One right now (yeah, yeah, yeah) (One right now, one right now, oh yeah) I got one coming over and one right now (yeah, yeah, yeah) (One right now, one right now, oh-oh-oh) I got one coming over and one right now You're a stain in my legacy We can't be friends, can't be family (oh) You probably fuck all my enemies (ooh) I can't let you be next to me Oh, you belong to the world now So just leave me alone now We're not in touch no more You say you love me, but I don't care (no, I don't care) That I broke my hand on the same wall That you told me that he fucked you on (oh) You think it's so easy fucking with my feelings (feelings) I got one coming over and one right now One right now (oh yeah, oh yeah, oh yeah) (Fucking with my, fucking with my feelings) I got one coming over and one right now (Ooh-yeah, oh-yeah, oh-yeah) (One right now) I got one coming over and one right now ♪ (Hey!) (One right now, one right now) (Ooh-yeah) I got one coming over and one right now ","[0.5477026700973511, 0, 0, 0, 0, 0, 0]",['en'],0.687,0.781,1,-4.806,1,0.053,0.0361,0.0,0.0755,0.688,97.014,audio_features,00Blm7zeNqgYLPtW6zg8cj,spotify:track:00Blm7zeNqgYLPtW6zg8cj,https://api.spotify.com/v1/tracks/00Blm7zeNqgYLPtW6zg8cj,https://api.spotify.com/v1/audio-analysis/00Blm7zeNqgYLPtW6zg8cj,193507,4
Guten Tag,True,['Kronkel Dom'],['1dkyORGHN0TOmjzu5qCO45'],['polish hip hop'],2023-04-14,"Wywiad na numerze, chciałbym się przedstawić Siema, mam na imię Dominik Co mogę wam powiedzieć, co lepiej nie Musiałem chwilę rozkminić Zamieniłem wagę cyfrową na majka Ale z tego nadal coś kapie Pierwszy raz na sankach, pamiętam te lato Miałem lat tak z 16 Nie jestem gangsterem, lecz swoje zrobiłem Żeby mamie wiodło się lepiej Bo ona zrobiła to samo wyjeżdżając ze mną do Niemiec Żebym nie żył w biedzie Niemiеcka rapscena - ha, tfu Same pizdy, co drugi raper płaci haracz A gdy pukał arabski klan do moich drzwi Mój braciak powiеdział, ""Macie wypierdalać!"" Sporo jest fałszywych ludzi, a za mało tych real Nie mam siły się już kłócić, jestem ready to kill Sporo jest fałszywych ludzi, a za mało tych real Chyba czas się nie obudzić Tak, tak, dobry dzień, Guten Tag My kontra cały świat Wygramy na bank (na bank) Tak, tak, dzisiaj podbijam świat Nikt nie zatrzyma nas Dobry dzień, Guten Tag 2016 zrobiliśmy hit - taki o białym proszku Oddałem koledze, a on mnie wyjebał Musimy rozliczyć się gościu Ty żyłeś jak król, ja żyłem jak żul Bo spałem u kolegi w salonie Lecz zawsze wierzyłem, że karma odwróci I spójrz teraz kurwo po kogo jest stronie? Pamiętasz ""Mein Block""? Tego typa w srebrnej masce? Ten ziomo chciał wziąć mnie do siebie I chciał mi mój talent wynagrodzić dobrym kontraktem Mówił, ""Nie oddaj hajsu"" Też mi grozili, więc wiem co ty czujesz Lecz spotkał się z nimi i dzwoni telefon, że on się jednak wycofuje Sporo jest fałszywych ludzi, a za mało tych real Nie mam siły się już kłócić, jestem ready to kill Sporo jest fałszywych ludzi, a za mało tych real Chyba czas się nie obudzić Tak, tak, dobry dzień, Guten Tag My kontra cały świat Wygramy na bank (na bank) Tak, tak, dzisiaj podbijam świat Nikt nie zatrzyma nas Dobry dzień, Guten Tag Po setnej rozprawie prokurator zdecydował się na krok oczywisty Albo za kraty albo jak najszybciej wypierdalasz stąd do ojczyzny No i dobra, i Polska wita Pierwsza EPka i złota płyta Po czasach, w których nic nie miałem na szczęście zostały mi już tylko blizny Za szansę ci dziękuję Malik, za wszelką pomoc też dziękuję Natim Chce coś wyjaśnić to po chuj ci Navi Zupa kalamska, co niedziela Sadim (ej, ej) Kocham moich fanów, bo jestem świadomy, że bez was by mnie tu nie było Zawsze do przodu, już nigdy do tyłu (Dominik) Tak, tak, dobry dzień, Guten Tag My kontra cały świat Wygramy na bank (na bank) Tak, tak, dzisiaj podbijam świat Nikt nie zatrzyma nas Dobry dzień, Guten Tag ","[0, 0, 0.27751490473747253, 0, 0, 0, 0]",['pl'],0.75,0.614,7,-8.252,1,0.367,0.111,0.0,0.15,0.621,132.93,audio_features,00CAvy04xaAuhGuM8NXnrX,spotify:track:00CAvy04xaAuhGuM8NXnrX,https://api.spotify.com/v1/tracks/00CAvy04xaAuhGuM8NXnrX,https://api.spotify.com/v1/audio-analysis/00CAvy04xaAuhGuM8NXnrX,179549,4
Contemporary Ambiance for Dogs and Calming,False,['Dog Music'],['7faolmVD4RMkmZ84Zv18Cj'],"['pet calming', 'sleep']",2022-06-01,,[],[],0.599,0.213,1,-16.982,0,0.0413,0.939,0.959,0.107,0.414,118.822,audio_features,00CN35Gfu6OEcA8p7gZZC7,spotify:track:00CN35Gfu6OEcA8p7gZZC7,https://api.spotify.com/v1/tracks/00CN35Gfu6OEcA8p7gZZC7,https://api.spotify.com/v1/audio-analysis/00CN35Gfu6OEcA8p7gZZC7,114961,3
глобальный вайп,True,['mzlff'],['56wiPFJN2Z1PG1N8hGNYaD'],[],2022-11-25,"Я замечтался и представил, как сниму очки VR И больше не ищи меня на интернет-пространствах Ох, молодой миллениал, в своём собственном царстве (Ха) Но ожидать того не стоит, и коли начальство есть Оно без эмоций и жалости А я как все, может и так, но вы узрите через облака Претензии, голос из книги жалоб (М-м, бля) Честно, у вас сеттинг отвратительный Спавн за меня выбрали родители Божья благодать? Да не смешите, блин У меня отвратительный сетап даже для зрителя Лагает прям со стартовой локации И первые пару левелов мне надо лишь пассивно развиваться По графике отказ, баги не фиксят Выколи глаз, пока не вкачался в очки и линзы Система прокачки, в принципе, тупа до невозможности Квесты слишком резко меняются в уровне сложности И как бы не потеряться на локациях в соло И сюжет тут не раскрывается в универе и школе От работы до дома путь — это блеф HP не пополняют ни роллы, ни хлеб, бред Так дохуя игроков на одном серве И невозможно разобрать, кто NPC, а кто — нет Меня всё это достало, я хочу обновления Если нами играют плохо так То жду когда они не справятся с управлением Тогда нагрянет ли глобальный вайп Меня всё это достало, я хочу обновления Верь в меня, это придёт И когда вся информация в нас канет во времени Тогда же и поймем, всё Моя дата регистрации — двадцать восьмое апреля Год девяносто девятый, я тут далеко не первый И далеко не последний, играемся, да и только Ведь наша жизнь — игра, то есть донатная помойка Неправильно и горько Тебе за просто так не склеют лапоть Всё, чего я смог сам, бесплатно Улыбнуться и поплакать, и любить Прекрасное чувство, да, это главное Раз в пятнадцать быстрее потерял Что так долго фармил (Реклама, реклама, реклама) Присоединяйся к нам, но воюй с остальными кланами Даже за недостатками есть свои достижения Ивенты в виде войн идут всю историю сервера Жертвами же не будешь сыт Вот и по дурости кто-то полез играть тут за меня Расстраивать не хочется, но цикл ты поймёшь Пока играешь за меня, кто-то играет за тебя А дальше — за него, а дальше — за него Бесконечный цикл, замкнутый парой VR очков И если я в нём замыкающий, крайний, то это шанс Я хочу чтоб всё закончилось Начавшись с нас Меня всё это достало, я хочу обновления Если нами играют плохо так То жду когда они не справятся с управлением Тогда нагрянет ли глобальный вайп Меня всё это достало, я хочу обновления Верь в меня, это придёт И когда вся информация в нас канет во времени Тогда же и замкнёт На-на, на-на, на-на, на-на-на-на-на На-на, на-на, на-на, на-на-на-на-на ","[0, 0, 0, 0, 0.3972519338130951, 0, 0]",['ru'],0.788,0.643,0,-5.789,0,0.0661,0.267,0.0,0.428,0.3,99.976,audio_features,00DJCVrpiJXqVsNaqSF2yM,spotify:track:00DJCVrpiJXqVsNaqSF2yM,https://api.spotify.com/v1/tracks/00DJCVrpiJXqVsNaqSF2yM,https://api.spotify.com/v1/audio-analysis/00DJCVrpiJXqVsNaqSF2yM,169200,4
Car Keys (Ayla),False,"['Alok', 'Ava Max']","['0NGAZxHanS9e0iNHpR8f2W', '4npEfmQ6YuiwW1GpUmaq3F']","['electro house', 'pop nacional', 'sertanejo universitario', 'slap house', 'pop']",2023-06-30,"Yeah Pull up at the Ritz, in my brand-new whip in gold (oh, yeah) With the full eclipse and the moon lit, lit like whoa (uh-huh) Everything blurred, mixing all that smoke with the Grey Goose Fendi Baguette on the bar top, both my hands on you (uh-huh) Take a picture Of my figure Catch a glimmer Allow me to remind you, baby I'm the keys to your car, babe If you lose me then, baby, good luck I'm the king to your checkmate Still yours, oh, baby, you've won I'm the bubbles in your champagne Grip me tight like you're holdin' your cup I'm the keys to your car, babe Whoa-oh-oh Know that you need me Oh, yeah, uh-huh (whoa-oh-oh) Oh, yeah, uh-huh (know that you need me) Oh, yeah, uh-huh (whoa-oh-oh) Oh, yeah, uh-huh (know that you need me) Catwalk through the hallway, straight tell 'em, ""One, two (oh, yeah) Three, four, five, six, seven,"" let the liquor flow through (uh-huh) Six in the morning, tell me now, what we gon' do? Yeah Driver pull up in the black car, baby, let's move Take a picture Of my figure Catch a glimmer Allow me to remind you, baby I'm the keys to your car, babe (oh, yeah) If you lose me then, baby, good luck (uh-huh) I'm the king to your checkmate (oh, yeah) Still yours, oh, baby, you've won (uh-huh) I'm the bubbles in your champagne (oh, yeah) Grip me tight like you're holdin' your cup (uh-huh) I'm the keys to your car, babe (oh, yeah) Whoa-oh-oh (uh-huh) Know that you need me Oh, yeah, uh-huh (whoa-oh-oh) Oh, yeah, uh-huh (know that you need me) Oh, yeah, uh-huh (whoa-oh-oh) Oh, yeah, uh-huh (know that you need me) I'm the keys to your car, babe If you lose me then, baby, good luck I'm the king to your checkmate Still yours, oh, baby, you've won I'm the bubbles in your champagne (yeah, yeah) Grip me tight like you're holdin' your cup I'm the keys to your car, babe Whoa-oh-oh Know that you need me ","[0, 0, 0, 0, 0.4286399781703949, 0, 0]",['en'],0.719,0.959,9,-5.29,0,0.125,0.341,0.0,0.255,0.522,126.031,audio_features,00E0Z2jrF7reoHps4zcbWQ,spotify:track:00E0Z2jrF7reoHps4zcbWQ,https://api.spotify.com/v1/tracks/00E0Z2jrF7reoHps4zcbWQ,https://api.spotify.com/v1/audio-analysis/00E0Z2jrF7reoHps4zcbWQ,147212,4
Tovtatis,False,['Eluveitie'],['5X0N2k3qMnI8kSrGJT3kfT'],"['bow pop', 'celtic metal', 'folk metal', 'gothic metal', 'gothic symphonic metal', 'hurdy-gurdy', 'melodic death metal', 'power metal', 'swiss metal', 'symphonic metal']",2017-08-18,,[],[],0.371,0.571,4,-14.581,0,0.147,0.789,0.0,0.113,0.421,115.488,audio_features,00EAuKqaGCYmmTVbDMpNWo,spotify:track:00EAuKqaGCYmmTVbDMpNWo,https://api.spotify.com/v1/tracks/00EAuKqaGCYmmTVbDMpNWo,https://api.spotify.com/v1/audio-analysis/00EAuKqaGCYmmTVbDMpNWo,65139,5
Motherfucker,True,['Dwarves'],['4D9H6CaKzDTaN1EbAHypYg'],"['chicago punk', 'hardcore punk', 'punk', ""punk 'n' roll"", 'skate punk']",1990-01-01,"Well I'm a motherfucker yes this I will admit She made a TV dinner and she made me cum on it My dad was outta town, my sister went to school And I ain't been inside of it since 1962 Yeah she kisses me goodnight She made me eat my tongue She gave me my allowance And told me I was hung We keep it in the family It's sick and kinda sad My shrink says I been drinking Cuz ""you think you're your dad"" What's the word? Ba-ba-ma-mah-motherfucker I'm a motherfucker, I'm a motherfucker I'm a motherfucker I fuck my mo mow mama motherfucker ","[0, 0, 0, 0, 0, 0.4425380229949951, 0]",['en'],0.418,0.922,9,-6.882,0,0.0672,5.33e-05,0.847,0.0677,0.578,109.72,audio_features,00F9LiolJIUlkDNknhaVJM,spotify:track:00F9LiolJIUlkDNknhaVJM,https://api.spotify.com/v1/tracks/00F9LiolJIUlkDNknhaVJM,https://api.spotify.com/v1/audio-analysis/00F9LiolJIUlkDNknhaVJM,83400,4
Gato Cerveja,False,['kamaitachi'],['1ISc8zhrqxd5WrJMkMMLSm'],['musica triste brasileira'],2021-02-12,"Se eu ando por essas ruas me perco Não tenho dono nem coleira Me acho nas latas dos becos Me encontro melhor com os meus Que anda sem receber nome O nome se faz caminhando Onde quem não corre se esconde Onde a dor tem nome de fome Eu sou um gato brabo Amarelo, pelagem de grado Eu sou um gato brabo Humanos me chamam de cerveja Eu sou um gato brabo Amarelo, pelagem de grado Eu sou um gato brabo Humanos me chama cerveja Tudo, que eu desejar eu consigo Nada pra gente é difícil Eu não me contento com pouco (an, an) Eu tô longe de aceitar isso Revirando a sacola de lixo A noite é o dia dos bichos Eu sou o rei desse covil (Todos me conhecem como um) Gato mal e brabo Amarelo, pelagem de grado Eu sou um gato brabo Humanos me chamam de cerveja Eu sou um gato brabo Amarelo, pelagem de grado Eu sou um gato brabo Humanos me chamam de cerveja Humanos me chamam de cerveja ♪ Eu sou um gato brabo Amarelo, pelagem de grado Eu sou um gato brabo Humanos me chamam de cerveja Eu sou um gato brabo Amarelo, pelagem de grado Eu sou um gato brabo Humanos me chamam de cerveja ","[0, 0, 0.6161182522773743, 0, 0, 0, 0]",['pt'],0.764,0.376,10,-12.013,0,0.0824,0.513,6.97e-05,0.29,0.693,90.004,audio_features,00GESnMYDVZqU6oIjLkZu5,spotify:track:00GESnMYDVZqU6oIjLkZu5,https://api.spotify.com/v1/tracks/00GESnMYDVZqU6oIjLkZu5,https://api.spotify.com/v1/audio-analysis/00GESnMYDVZqU6oIjLkZu5,160000,4
Relaxing Songs for Keen Doggie,False,['Pet Music by Lullify'],['2KUAeb8FNm46JFDIfgdAYL'],['pet calming'],2023-06-28,,[],[],0.163,0.097,4,-27.52,1,0.0393,0.916,0.988,0.909,0.0355,87.461,audio_features,00HMIzr5hLOKOQyutxU4NJ,spotify:track:00HMIzr5hLOKOQyutxU4NJ,https://api.spotify.com/v1/tracks/00HMIzr5hLOKOQyutxU4NJ,https://api.spotify.com/v1/audio-analysis/00HMIzr5hLOKOQyutxU4NJ,284286,3
Lose You,False,['Sam Smith'],['2wY79sveU1sp5g7SokKOiI'],"['dance pop', 'pop', 'uk pop']",2023-01-27,"You say you're packing your bags This isn't what I thought forever would be You're walking out so casually How could you give up on us like that? You say you're feeling the pressure And you'd be better with me out of your life But, baby, that ain't happening tonight Want you to know that I'm willing to make this right I'd be crazy if I gave you up When you give me that unfiltered love It is all I need, I can hardly breathe You are what I want Baby, I'm not ready to lose you yet Yeah, I've tried but you know I can't forget I'm begging you I'm not ready to lose you Baby, I'm not ready to lose you yet Why can't you see I've got nothing left? I'm begging you I'm not ready to lose you, oh Yeah, you know I would do anything, baby To feel you back here in my arms You bring that spiritual calm When I'm with you it's like nothing can go wrong I'd be crazy if I gave you up When you give me that unfiltered love It is all I need, I can hardly breathe You are what I want Baby, I'm not ready to lose you yet Yeah, I've tried, but you know I can't forget I'm begging you I'm not ready to lose you Baby, I'm not ready to lose you yet Why can't you see I've got nothing left? I'm begging you (No, I'm not) I'm not ready to lose you, oh I'm not ready to lose you, woah ♪ (I'm begging) (No, I'm not) I'm not ready to lose you (oh-oh, oh, oh-oh) (I'm begging) (No, I'm not) I'm not ready to lose you I'm not ready to lose ","[0, 0, 0.8375897407531738, 0, 0, 0, 0]",['en'],0.651,0.703,5,-5.623,0,0.0468,0.095,7.02e-06,0.393,0.483,122.944,audio_features,00I5NjPGm836J2MQmYxhs9,spotify:track:00I5NjPGm836J2MQmYxhs9,https://api.spotify.com/v1/tracks/00I5NjPGm836J2MQmYxhs9,https://api.spotify.com/v1/audio-analysis/00I5NjPGm836J2MQmYxhs9,190243,4
Klub go go,False,['Gang Albanii'],['40jfFExOeNfuCWdGsr0stM'],['polish hip hop'],2016-03-01,"To gang z Albanii, otwieraj drzwi, i VIP nam dawaj lożę Przyślij tutaj kilka świń, niech się tarzają po podłodze Polej wódki braciom mym, a dla mnie z pomidorów soczek Zabierz stąd swój świński ryj, bo jesteś brzydka, że się patrzyć nie mogę Przepijemy dzisiaj trochę siana w klubie go go Jesteśmy wulgarni, szczególnie ten z pociętą mordą Kręć swą dupą, a Ty bracie do tego skacz Gang z Albanii napierdala, ram pam pam pam, ram pam pam pam My robimy rap pod drum and bass, dubstep, crave, blues i jazz My robimy też la la la li la la la la (la la la li la la la la la)  Pizda nad głową, pi pi pizda nad głową Kręć dupą swoją, kre kre kręć dupą swoją Tańczy z Albanii kowboj, napierdolony koką Wszędzie się czuje dobrze, ale najlepiej w klubie go go Pizda nad głową, pi pi pizda nad głową Kręć dupą swoją, kre kre kręć dupą swoją Tańczy z Albanii kowboj, napierdolony koką Wszędzie się czuje dobrze, ale najlepiej w klubie go go ♪ Stoi na ulicy kurwa z parasolem I ma bardzo niewyraźną, znajomą twarz Pracownik miesiąca w klubie go go, w kilku innych klubach odjebany staż Dzisiaj wyruszamy na kozacki balet, prowadzi nas po krętych schodach w dół Zaraz się rozegra niezły kabaret, wchodzi Gang Albanii a na czele król Proszę wyszykować, ładnie dla króla, jedną z najlepszych w tym dobytku lóż Uczyć kurwy szybko hymnu Albanii, niech żyje gang i niech żyje król Wszystkie szpagatami wskakują na rurki, odegrać najlepszą ze swoich ról A my zaczynamy dziś w klubie go go dyskotekę, muzyka na full Pizda nad głową, pi pi pizda nad głową Kręć dupą swoją, kre kre kręć dupą swoją Tańczy z Albanii kowboj, napierdolony koką Wszędzie się czuje dobrze, ale najlepiej w klubie go go Pizda nad głową, pi pi pizda nad głową Kręć dupą swoją, kre kre kręć dupą swoją Tańczy z Albanii kowboj, napierdolony koką Wszędzie się czuje dobrze, ale najlepiej w klubie go go ","[0, 0, 0, 0, 0.3986646234989166, 0, 0]",['pl'],0.784,0.822,0,-6.137,0,0.109,0.142,0.000108,0.126,0.482,125.027,audio_features,00JRScRc9Wbg9H7ewKSpJ4,spotify:track:00JRScRc9Wbg9H7ewKSpJ4,https://api.spotify.com/v1/tracks/00JRScRc9Wbg9H7ewKSpJ4,https://api.spotify.com/v1/audio-analysis/00JRScRc9Wbg9H7ewKSpJ4,225120,4
Euphoria,False,['Luca'],['4hheW577K2nAMAwDuTGAA4'],[],2023-03-03,,[],[],0.292,0.338,6,-14.421,0,0.0424,0.55,0.546,0.185,0.035,119.924,audio_features,00KPugdklpcrFNnjWlXjj2,spotify:track:00KPugdklpcrFNnjWlXjj2,https://api.spotify.com/v1/tracks/00KPugdklpcrFNnjWlXjj2,https://api.spotify.com/v1/audio-analysis/00KPugdklpcrFNnjWlXjj2,218291,4
IN MY REMAINS,False,['Linkin Park'],['6XyY86QOPPrYVGvF9ch6wz'],"['alternative metal', 'modern rock', 'nu metal', 'post-grunge', 'rap metal', 'rock']",2012-06-19,"Separate Sifting through the wreckage I can't concentrate Searching for a message In the fear and pain Broken down and waiting For the chance to feel alive Now in my remains Are promises that never came Set the silence free To wash away the worst of me Come apart Falling in the cracks Of every broken heart Digging through the wreckage Of your disregard Sinking down and waiting For the chance, to feel alive Now in my remains Are promises that never came Set the silence free To wash away the worst of me ♪ Like an army, falling One by one by one Like an army, falling One by one by one Like an army, falling One by one by one Like an army, falling One by one by one Now in my remains Are promises that never came Set the silence free To wash away the worst of me Like an army, falling One by one by one Like an army, falling One by one by one ","[0, 0, 0, 0, 0, 0.503226101398468, 0]",['en'],0.553,0.907,9,-5.623,0,0.0484,0.00401,0.0,0.266,0.451,100.967,audio_features,00KfIFi2TpAaQGPbRbFbKJ,spotify:track:00KfIFi2TpAaQGPbRbFbKJ,https://api.spotify.com/v1/tracks/00KfIFi2TpAaQGPbRbFbKJ,https://api.spotify.com/v1/audio-analysis/00KfIFi2TpAaQGPbRbFbKJ,200693,4
Sk8er Boi,False,['Avril Lavigne'],['0p4nmQO2msCgU4IF37Wi3j'],"['canadian pop', 'candy pop', 'dance pop', 'pop', 'post-teen pop']",2002-06-04,"He was a boy, she was a girl Can I make it any more obvious? He was a punk, she did ballet What more can I say? He wanted her She'd never tell secretly she wanted him as well But all of her friends stuck up their nose They had a problem with his baggy clothes He was a skater boy She said see you later boy He wasn't good enough for her She had a pretty face but her head was up in space She needed to come back down to earth Five years from now She sits at home Feeding the baby she's all alone She turns on TV Guess who she sees Skater boy rockin' up MTV She calls up her friends They already know And they've all got tickets to see his show She tags along stands in the crowd Looks up at the man that she turned down He was a skater boy She said see you later boy He wasn't good enough for her Now he's a super star slamming on his guitar Does your pretty face see what he's worth? He was a skater boy She said see you later boy He wasn't good enough for her Now he's a super star slamming on his guitar Does your pretty face see what he's worth? ♪ Sorry girl but you missed out Well tough luck that boy's mine now We are more than just good friends This is how the story ends Too bad that you couldn't see See the man that boy could be There is more that meets the eye I see the soul that is inside He's just a boy and I'm just a girl Can I make it any more obvious? We are in love Haven't you heard How we rock each other's world I'm with the skater boy I said see you later boy I'll be back stage after the show I'll be at the studio Singing the song we wrote About a girl you used to know I'm with the skater boy I said see you later boy I'll be back stage after the show I'll be at the studio Singing the song we wrote About a girl you used to know ","[0, 0, 0, 0, 0.3835434317588806, 0, 0]",['en'],0.487,0.9,0,-4.417,1,0.0482,6.79e-05,0.0,0.358,0.484,149.937,audio_features,00Mb3DuaIH1kjrwOku9CGU,spotify:track:00Mb3DuaIH1kjrwOku9CGU,https://api.spotify.com/v1/tracks/00Mb3DuaIH1kjrwOku9CGU,https://api.spotify.com/v1/audio-analysis/00Mb3DuaIH1kjrwOku9CGU,204000,4
Secrets,False,['The Weeknd'],['1Xyo4u8uXC1ZmMpatF05PJ'],"['canadian contemporary r&b', 'canadian pop', 'pop']",2016-11-25,"Everybody here wants you My love, my love And I know that you want him too My love, my love I ask you what your heart desires My love, my love You tell me I'm the only one My love, my love It's a lie, a lie I catch you every time In your lies, your lies Every time you close your eyes I hear the secrets that you keep When you're talking in your sleep I hear the secrets that you keep, keep, keep When you're talk, talking, talking I hear the secrets that you keep When you're talking in your sleep I hear the secrets that you keep, keep, keep When you're talk, talking, talking ♪ You told me not to worry 'bout Those guys, those guys You told me that you left it all Behind, behind It's a lie, a lie I catch you every time In your lies, your lies Every time you close your eyes I hear the secrets that you keep When you're talking in your sleep I hear the secrets that you keep, keep, keep When you're talk, talking, talking I hear the secrets that you keep When you're talking in your sleep I hear the secrets that you keep, keep, keep When you're talk, talking, talking ♪ Wipe the lust from your eyes I see that you're not mine I can see the lust in your eyes (wipe the) You can't hide it (lust from your eyes) You can't be the one, I rely (I see) We're divided (that you're not mine) I hear the secrets that you keep (secrets that you keep) When you're talking in your sleep (talking in your sleep) I hear the secrets that you keep, keep, keep When you're talk, talking, talking I hear the secrets that you keep (secrets that you keep) When you're talking in your sleep (talking in your sleep) I hear the secrets that you keep, keep, keep When you're talk, talking, talking ","[0, 0, 0.5340256094932556, 0, 0, 0, 0]",['en'],0.664,0.771,0,-5.779,1,0.0533,0.0155,9.6e-06,0.46,0.763,109.949,audio_features,00NAQYOP4AmWR549nnYJZu,spotify:track:00NAQYOP4AmWR549nnYJZu,https://api.spotify.com/v1/tracks/00NAQYOP4AmWR549nnYJZu,https://api.spotify.com/v1/audio-analysis/00NAQYOP4AmWR549nnYJZu,265600,4
