song_title,explicit,artists,artist_ids,genres,release_date,lyrics,sentiments,languages,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
"Top Gun Anthem - From ""Top Gun"" Original Soundtrack",False,"['Harold Faltermeyer', 'Steve Stevens']","['7Cf73Z3RZQTH4V69GSDxnv', '4ZMaiDLfxDaoG7ULXgcnDb']","['german soundtrack', 'synthesizer', 'synthpop', 'metal guitar', 'neo classical metal']",1999-01-01,,[],[],0.423,0.651,0,-8.741,1,0.0406,0.00799,0.618,0.31,0.14,107.011,audio_features,00Y9r5SfbDdEjJhNg7laQr,spotify:track:00Y9r5SfbDdEjJhNg7laQr,https://api.spotify.com/v1/tracks/00Y9r5SfbDdEjJhNg7laQr,https://api.spotify.com/v1/audio-analysis/00Y9r5SfbDdEjJhNg7laQr,252200,4
Ванька-Встанька,False,['Маша Кондратенко'],['1YgQMGLeH8C8Y6552fZ3Lm'],[],2022-07-15,"Ви казали, що не знали Ой, як вийшло? Як же так? У дібровах ви блукали Куди бігти? Як же так? Ой ми бачим ваші сльозки Страшно вам, аж гай шумить Скаже навіть баба з возу Що вас всіх треба спалить! Ванька-встанька, що таке? Приготуй собі пакет Ванька-встанька, не біжи Вже немає куди йти Ванька-встанька, що таке? Приготуй собі пакет Ванька-встанька, не біжи Вже немає куди йти (Ванька-встанька, що таке?) (Ванька-встанька) (Ванька-встанька, що таке?) (Що таке?) (Ванька-встанька) (Що таке?) Не сховатися нікому То хіба що по приколу Морем-полем йде козак То для вас недобрий знак Раз, два, три, чотири, п'ять Вам нема куди тікать Раз, два, три, чотири, п'ять Наш козак іде шукать! Ванька-встанька, що таке? Приготуй собі пакет Ванька-встанька, не біжи Вже немає куди йти Ванька-встанька, що таке? Приготуй собі пакет Ванька-встанька, не біжи Вже немає куди йти (Ванька-встанька, що таке?) (Що таке?) (Ванька-встанька, що таке?) Ванька-встанька, що таке? Приготуй собі пакет Ванька-встанька, не біжи Вже немає куди йти Ванька-встанька, що таке? Приготуй собі пакет Ванька-встанька, не біжи Вже немає куди йти (Ванька-встанька, що таке?) (Що таке?) (Що таке?) ","[0, 0, 0, 0, 0.5931407809257507, 0, 0]",['uk'],0.813,0.923,2,-2.892,0,0.0283,0.0152,0.000663,0.386,0.62,110.999,audio_features,00ZFbk7oYrtx8nup5y58BO,spotify:track:00ZFbk7oYrtx8nup5y58BO,https://api.spotify.com/v1/tracks/00ZFbk7oYrtx8nup5y58BO,https://api.spotify.com/v1/audio-analysis/00ZFbk7oYrtx8nup5y58BO,134887,4
Baile do Bruxo,True,"['Tropa do Bruxo', 'DJ Ws da Igrejinha', 'SMU', 'Triz', 'Mc Menor Thalis']","['4s3lxX76LwxzMdQEAFYdzv', '0NB5wv4kn6A919CLHUKRmk', '2qATSoNFfzMaTEZFfJpG4c', '4ACGdFl6mPI3lntaYef1gc', '3qjoOrsHcxhgKyBsh4ZOEn']","['funk bh', 'funk mtg']",2023-09-29,"Te chamei pra vim pra minha base O bagulho, o bagulho vai ser de verdade Nói' vai foder no modo hard Bota tudo, bota tudo, bota com vontade Na brisa sem fazer alarde Tropa do Bruxo só tem menino selvagem Que te fode forte e sem massagem Foda que eles gosta que nói' não tem piedade Te chamei pra vim pra minha base O bagulho, o bagulho vai ser de verdade Nói' vai foder no modo hard Bota tudo, bota tudo, bota com vontade Hoje eu tô com a Tropa do Bruxo Sobe balãozada que só tem moleque astuto Nói' bota quando fica escuro Fode, fode, fode, coloca, coloca tudo ♪ Hoje eu tô com a Tropa do Bruxo Sobe balãozada que só tem menino astuto Nói' bota quando fica escuro Fode, fode, fode, coloca, coloca tudo  Te chamei pra vim pra minha base O bagulho, o bagulho vai ser de verdade Nói' vai foder no modo hard Bota tudo, bota tudo, bota com vontade Na brisa sem fazer alarde Tropa do Bruxo só tem menino selvagem Que te fode forte e sem massagem Foda que eles gosta que nói' não tem piedade Chama as novinha pra Tropa do Bruxo Vem com a Tropa do Bruxo Vem com a Tropa do Bruxo Vem com a Tropa do Bruxo Sentar pros menor que tem vida de luxo Vem com a Tropa do Bruxo Vem com a Tropa do Bruxo Vem com a Tropa do Bruxo Se entrar umas novinha pra Tropa do Bruxo Vem com a Tropa do Bruxo Vem com a Tropa do Bruxo Vem com a Tropa do Bruxo Sentar pros menor que tem vida de luxo Vem com a Tropa do Bruxo Vem com a Tropa do Bruxo Vem com a Tropa do Bruxo Hoje eu tô com a Tropa do Bruxo Sobe balãozada que só tem moleque astuto Nói' bota quando fica escuro Fode, fode, fode, coloca, coloca tudo  Hoje eu tô com a Tropa do Bruxo Sobe balãozada que só tem menino astuto Nói' bota quando fica escuro Fode, fode, fode, coloca, coloca tudo ♪ Te chamei pra vim pra minha base O bagulho, o bagulho vai ser de verdade Nói' vai foder no modo hard Bota tudo, bota tudo, bota com vontade Na brisa sem fazer alarde Tropa do Bruxo só tem menino selvagem Que te fode forte e sem massagem Foda que eles gosta que nói' não tem piedade Te chamei pra vim pra minha base O bagulho, o bagulho vai ser de verdade Nói' vai foder no modo hard Bota tudo, bota tudo, bota com vontade ","[0, 0, 0, 0, 0.25363045930862427, 0, 0]",['pt'],0.734,0.228,7,-4.731,0,0.53,0.889,0.00642,0.102,0.522,162.524,audio_features,00ZKeP47bZtswtANkvxz2j,spotify:track:00ZKeP47bZtswtANkvxz2j,https://api.spotify.com/v1/tracks/00ZKeP47bZtswtANkvxz2j,https://api.spotify.com/v1/audio-analysis/00ZKeP47bZtswtANkvxz2j,221538,5
Wicked Games - Original,True,['The Weeknd'],['1Xyo4u8uXC1ZmMpatF05PJ'],"['canadian contemporary r&b', 'canadian pop', 'pop']",2011-03-21,"Woah, woah, yeah I left my girl back home I don't love her no more And she'll never fucking know that These fucking eyes that I'm staring at Let me see that ass Look at all this cash And I emptied out my cards too Now I'm fucking leaning on that Bring your love, baby, I could bring my shame Bring the drugs, baby, I could bring my pain I got my heart right here I got my scars right here Bring the cups, baby, I could bring the drank Bring your body, baby, I could bring you fame And that's my motherfucking words too Just let me motherfucking love you Listen, ma, I'll give you all I got Get me off of this I need confidence in myself (yeah, yeah, yeah, oh, yeah) Oh, listen, ma, I'll give you all of me Give me all of it, I need all of it to myself (woah, woah) So tell me you love me (only for tonight, only for the night) Even though you don't love me (oh, oh) Just tell me you love me (I'll give you what I need, I'll give you all of me) Even though you don't love me (oh, yeah, yeah, oh, yeah, yeah) Let me see you dance I love to watch you dance Take you down another level And get you dancing with the Devil Take a shot of this But I'm warning you I'm on that shit that you can't smell, baby So, put down your perfume Bring your love, baby, I could bring my shame Bring the drugs, baby, I could bring my pain Oh, I got my heart right here Oh, I got my scars right here Bring the cups, baby, I could bring the drank Bring your body, baby, I could bring you fame And that's my motherfucking words too, yeah So let me motherfucking love you Listen, ma, I'll give you all I got Get me off of this (off of this) I need confidence in myself (confidence) Oh, yeah, yeah Listen, ma, I'll give you all of me Give me all of it, I need all of it to myself (I need all of it) So tell me you love me, yeah (only for tonight, only for the night) Even though you don't love me (oh, oh)  Just tell me you love me (I'll give you what I need, I'll give you all of me) Even though you don't love me (oh, oh) Oh ","[0, 0, 0, 0, 0.342200368642807, 0, 0]",['en'],0.606,0.57,9,-6.684,1,0.032,0.0217,8.47e-06,0.301,0.258,114.033,audio_features,00aqkszH1FdUiJJWvX6iEl,spotify:track:00aqkszH1FdUiJJWvX6iEl,https://api.spotify.com/v1/tracks/00aqkszH1FdUiJJWvX6iEl,https://api.spotify.com/v1/audio-analysis/00aqkszH1FdUiJJWvX6iEl,325305,4
I Always Feel Like...,True,['TRU'],['6VOkIa4pRNEdugeOdePtRp'],"['dirty south rap', 'new orleans rap']",2005-01-01,"See y'all niggas think I'm trippin' cause I'm on this doja (I'mma sprinkle y'all niggas wit' some game) See all y'all true niggas One reason I'm spiitin' this game to y'all niggas Nigga cause I want y'all niggas to watch y'all motherfuckin' self, ya know (Muthafuckin' F-E-Ds everywhere, nigga) See them white folks be followin' niggas all in the projects (Narcotics, U.S. Marshalls) All in nigga cars, all on planes and boats (Muthafuckin' cable mans, buggin' niggas houses up and shit) Just like these niggas and these hoes mane (Telephone man) Tired of muthafuckas followin' me mane, take another route nigga (Huh, muthafuckas everywhere) Somebody after you, keep ya eyes open fool I always feel like somebody's watchin' me I'm paranoid I can't sleep, I'm in the dope game I think these hoes and these niggas out to get me mane I always feel like somebody's watchin' me I'm paranoid I can't sleep, I'm in the dope game I think these hoes and these niggas out to get me mane I ain't never had nuttin' in my whole life I'm from the ghetto, grew up, on eggs and rice I'm paranoid, I can't sleep, cause I done scored a key Peeped out the window unmarked car after me My little homie down stairs holla 5.0 But I ain't runnin' from no motherfuckin' white folks I got the AK spray hit the window duck (lay it down) Some nigga hollered God damn, I hit him in the truck The dogs chase me but a nigga ran through the back That's when I seen dope fiend Willy in the Cadillac He said ""P, where ya goin' man, get in"" Put the gat to his head said interstate 10 Play it off, play it off, 'fore I do ya trick Take me to the project, to meet my bitch A 100 Gs, 2 keys, and a bullet-proof vest And like Billy the Kid I got some pussy and headed to the west I always feel like somebody's watchin' me I'm paranoid I can't sleep, I'm in the dope game I think these hoes and these niggas out to get me mane I always feel like somebody's watchin' me I'm paranoid I can't sleep, I'm in the dope game I think these hoes and these niggas out to get me mane I was pullin' up out the driveway, car been parked since Friday I looked and look back it wasn't there, but I saw him followin' me on the highway And I today, know that I'mma blast See I don't know who in it because the car was window was tinted And I be seeing shit that ain't there, it ain't there But I be seein' shit, I be in places without bein' seen there But bein' seen in places without even bein' there And it seems like I'm in a different time zone This dope game cocaine got my mind gone And my mind gonna be having nightmares everyday, I be woke but I be sleep I looked and shot the nigga but I turned around and it was me It got me 'noid, it got me 'noid, it got me 'noid, but I ain't paranoid I always feel like somebody's watchin' me I'm paranoid I can't sleep, I'm in the dope game I think these hoes and these niggas out to get me mane I always feel like somebody's watchin' me I'm paranoid I can't sleep, I'm in the dope game I think these hoes and these niggas out to get me mane I always feel like somebody's watchin' me I'm paranoid I can't sleep, I'm in the dope game I think these hoes and these niggas out to get me mane I bees more paranoid than a fugitive, because I choose to live (mm, yeah) Pro-life when it comes to mine, my ruger 9's on cock (click-clack) For all them haters with the scandolous plots (the red dot) The red dot marks the spot for my nineteen shots (boom) Thought I forgot the way they did ya boy? That's why I'm never on these streets without my plastic toy (fa 'sho) They wanna trap me, kidnap me, duct tape my mouth Torture me until I tell 'em 'bout my man and point the dope house out (damn) I used to be about the same drama games That's why I'm, two steps ahead of all you gutter brains (yeah) You know the name Mia X the biggest momma Ghetto Sara Lee at the stove and Betty Rocker when I choppa fo' sho' The evil eyes be watching, cause niggas (niggas do) Be always tryin' to get in the best players spot and Knockin' motherfuckers head off and criss-crossin' Throwin' mo' salt than Morton, when it rains it pours Whores with pitchfork tongues, they're tryin' to get me slung On my back, got to watch them, jealousy acts so black (yeah) My eyes be in the front and the back and on the sides peepin' For all them crooks that be out creepin' (wooo) I feel they watchin' me They watchin' us, but TRU soldiers don't die we multiply Ugh, keep an open eye, for them haters I always feel like somebody's watchin' me I'm paranoid I can't sleep, I'm in the dope game I think these hoes and these niggas out to get me mane I always feel like somebody's watchin' me I'm paranoid I can't sleep, I'm in the dope game I think these hoes and these niggas out to get me mane I always feel like somebody's watchin' me I'm paranoid I can't sleep, I'm in the dope game I think these hoes and these niggas out to get me mane I always feel like somebody's watchin' me I'm paranoid I can't sleep, I'm in the dope game I think these hoes and these niggas out to get me mane","[0, 0, 0.6257947683334351, 0, 0, 0, 0]",['en'],0.832,0.456,6,-10.108,0,0.193,0.00201,0.00351,0.366,0.285,93.585,audio_features,00ggjWewjwpWHNd1wRJgY3,spotify:track:00ggjWewjwpWHNd1wRJgY3,https://api.spotify.com/v1/tracks/00ggjWewjwpWHNd1wRJgY3,https://api.spotify.com/v1/audio-analysis/00ggjWewjwpWHNd1wRJgY3,306480,4
La Mordidita (feat. Yotuel),False,"['Ricky Martin', 'Yotuel']","['7slfeZO9LsJbWgpkIoXBUJ', '3IzFiozYX6N0Qoz0drX8w8']","['latin pop', 'mexican pop', 'puerto rican pop']",2015-02-10,"(¡Tumba!) ♪ Sonó la campana y el fin de semana se deja ver (Shala lala lala) Vestido de traje, lujuria salvaje bajo mi piel Si Dios puso la manzana fue para morder ¡Ay Dios!, pequemo' abrazaditos hasta el amanecer (Uoh oh oh oh oh) Llegó la fiesta pa' tu boquita Toda la noche, todito el día Vamo' a bañarnos en la orillita Que la marea está picadita (-'ita-'ita-'ita) Una mordidita, una mordidita Una mordidita de tu boquita Una mordidita, una mordidita Una mordidita de tu boquita Tus labios, mis dientes, bocado crujiente, rico pastel (Shala lala lala) Fuego en tus pupilas, tu cuerpo destila tequila y miel Si Dios, puso la manzana fue para morder ¡Ay Dios!, pequemo' abrazaditos hasta el amanecer (Uoh oh oh oh oh) Llegó la fiesta pa' tu boquita Toda la noche, todito el día Vamo' a bañarnos en la orillita Que la marea está picadita (-'ita-'ita-'ita) Una mordidita, una mordidita Una mordidita de tu boquita Una mordidita, una mordidita Una mordidita de tu boquita Quiero pensar, que no eres real Me parece natural, letal, así te pones a bailar No te pones freno cuando te pones a sudar Vamo' a lo low, para sentir tu flow Enseñada desde niña para llamar la atención Te mantienes en tensión, sin bajar la presión Y si va y no tiene cura, le aplico respiración Dé-ja-me morderte Estoy vampiro bien demente Dé-ja-me morderte En lo oscuro y sin la gente Dé-ja-me morderte Bien despacito y bruscamente Dé-ja-me morderte Amarradito, bien demente Llegó la fiesta pa' tu boquita (Legó la fiesta) Toda la noche, todito el día Vamo' a bañarnos en la orillita Que la marea está picadita (-'ita-'ita-'ita) Una mordidita, una mordidita (Hey) Una mordidita de tu boquita Una mordidita, una mordidita (Hey) Una mordidita 'tá picadita (-'ita-'ita-'ita) (Uoh oh oh oh oh) 'tá picadita (-'ita-'ita-'ita) (Uoh oh oh oh oh) Llegó la fiesta pa' tu boquita Toda la noche, todito el día Vamo' a bañarnos en la orillita Que la marea está picadita (-'ita-'ita-'ita) ","[0, 0, 0, 0, 0.37837356328964233, 0, 0]",['es'],0.725,0.903,0,-2.955,1,0.0658,0.0344,0.0,0.183,0.946,142.006,audio_features,00i0O74dXdaKKdCrqHnfXm,spotify:track:00i0O74dXdaKKdCrqHnfXm,https://api.spotify.com/v1/tracks/00i0O74dXdaKKdCrqHnfXm,https://api.spotify.com/v1/audio-analysis/00i0O74dXdaKKdCrqHnfXm,211680,4
Changes,True,"['2Pac', 'Talent']","['1ZwdS5xdxEREPySFridCfh', '33JfM2NgTRFT9wMoQvcv6T']","['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",2007-12-03,"Come on, come on I see no changes, wake up in the morning and I ask myself Is life worth living, should I blast myself? I'm tired of bein' poor, and even worse, I'm black My stomach hurts, so I'm lookin' for a purse to snatch Cops give a damn about a negro Pull the trigger, kill a n-, he's a hero Give the cr- to the kids who the hell cares One less hungry mouth on the welfare First ship 'em dope and let 'em deal the brothers Give 'em guns, step back, watch 'em kill each other It's time to fight back that's what Huey said Two shots in the dark, now Huey's dead I got love for my brother, but we can never go nowhere Unless we share with each other We gotta start makin' changes Learn to see me as a brother instead of two distant strangers And that's how it's supposed to be How can the devil take a brother, if he's close to me? I'd love to go back to when we played as kids But things changed, that's the way it is (Come on, come on) That's just the way it is (change) Things will never be the same That's just the way it is (that's just the way it is for us) Aww, yeah (hear me) (Oh no, oh, no) (come on, come on, come on) That's just the way it is (that's just the way it is) (the way it is) (Somethings) things will never be the same (Never be the same yeah, yeah, yeah, aww yeah) That's just the way it is (the way it is) Aww, yeah (come on, come on) I see no changes, all I see is racist faces Misplaced hate makes disgrace to races We under, I wonder what it takes to make this One better place, let's erase the wasted Take the evil out the people they'll be acting right 'Cause mo' black and white is smokin' cr- tonight And only time we chill is when we kill each other It takes skill to be real, time to heal each other (kill each other) And although it seems heaven sent We ain't ready, to see a black President It ain't a secret don't conceal the fact The penitentiary's packed, and it's filled with blacks But some things will never change Try to show another way but you stayin' in the dope game Now tell me, what's a mother to do? Bein' real don't appeal to the brother in you (yeah) You gotta operate the easy way (I made a G today) but you made it in a sleazy way Sellin' cr- to the kid (I gotta get paid) Well hey, well, that's the way it is (Come on, come on) That's just the way it is (change) Things will never be the same That's just the way it is (that's just the way it is for us) Aww, yeah (Oh no, oh no) (come on, come on, come on) That's just the way it is (that's just the way it is) (the way it is) (Somethings) things will never be the same (Never be the same yeah, yeah, yeah, aww yeah) That's just the way it is (the way it is) Aww, yeah (aww, yeah, aww, yeah) We gotta make a change It's time for us as a people to start makin' some changes Let's change the way we eat, let's change the way we live And let's change the way we treat each other You see, the old way wasn't working So it's on us to do what we gotta do, to survive And still I see no changes, can't a brother get a little peace? There's war in the streets and war in the Middle East Instead of war on poverty, they got a war on drugs So the police can bother me And I ain't never did a crime, I ain't have to do But now, I'm back with the facts givin' 'em back to you Don't let 'em jack you up, back you up Crack you up and pimps smack you up You gotta learn to hold ya own They get jealous when they see ya, with ya mobile phone But tell the cops, they can't touch this I don't trust this, when they try to rush I bust this That's the sound of my tool, you say it ain't cool? My mama didn't raise no fool And as long as I stay black, I gotta stay strapped And I never get to lay back 'Cause I always got to worry 'bout the paybacks Some buck that I roughed up way back Comin' back after all these years Rat-a-tat-tat-tat-tat, that's the way it is That's just the way it is (the way it is, yeah, yeah, yeah) Things will never be the same That's just the way it is (the way it is) Aww, yeah (somethings will never change) (oh my) (You're my brother, you're my sister) That's just the way it is (the way it is, the way it is) Things will never be the same (You're my brother, you're my sister) That's just the way it is Aww, yeah (somethings will never change) ","[0.41488853096961975, 0, 0, 0, 0, 0, 0]",['en'],0.865,0.657,7,-6.722,1,0.076,0.0404,0.0,0.14,0.316,111.115,audio_features,00i2HU7TEzzftShjRrDSEF,spotify:track:00i2HU7TEzzftShjRrDSEF,https://api.spotify.com/v1/tracks/00i2HU7TEzzftShjRrDSEF,https://api.spotify.com/v1/audio-analysis/00i2HU7TEzzftShjRrDSEF,268960,4
The Girl I Haven't Met,False,['Kudasaibeats'],['3VcaBezSFVJHqylrhaYun2'],['lo-fi beats'],2017-12-20,,[],[],0.785,0.222,8,-21.624,1,0.0418,0.86,0.84,0.106,0.327,139.885,audio_features,00iwQgjIgoGO94BRBDyClo,spotify:track:00iwQgjIgoGO94BRBDyClo,https://api.spotify.com/v1/tracks/00iwQgjIgoGO94BRBDyClo,https://api.spotify.com/v1/audio-analysis/00iwQgjIgoGO94BRBDyClo,195000,4
Itsumo,True,['Mobbstarr'],['6yWyoXqS0w6DOb1Oae6cZZ'],[],2004-06-15,"Just call me ""first born"", you're my first love You're my first kiss from up above And I don't care if you don't give love back 'Cause in my heart is where your ass is at I love your eyes, your nose and your tender lips Wanna kiss your neck, your shoulders to your fingertips I go crazy when you shake those sexy hips Baby girl, you're the one I can't resist You know I love you from the very start (yeah) I don't care if you break my heart I'm the man, and I'm here for you Believe me 'cause my love is true いつも 心へほしいつか 誰かとまた恋に落ちても いつも 心にいるいつも あなただけの場所があるから (yeah, yeah) You wanna get down with K-N-I-N-E? Make sure that's pure L-O-V-E And I never talk about the I-C-E 'Cause I only got my H-E-A-R-T for Y-O-U I can't pay the bills for dinner I just give them my ""I-O-U"" For sure, I'm not after F-U-C-K Got no B-A-D intentions Don't wanna play, girl, maybe we might spot a UFO Wait, that's not part of the rhyme just felt like sayin' so You gotta know that I love you from the start 'Til F-O-R-E-V-E-R, what? いつも 心へほしいつか 誰かとまた恋に落ちても いつも 心にいるいつも あなただけの場所があるから Baby girl, be my first lady Be the mom of my first baby (what?) You didn't like me when you first saw me I'll be gentle, I'll do it slowly Girl, I think, it's better if you was with me I got doe 'cause I just won the spelling bee For you, I got all the T-I-M-E Ask mommies to pass but I'm not so sure Just doin' my own thing Shit's more expensive than your fancy gold ring I don't mean dissin' 'cause I guts to go there, mommies don't care All for them ladies, even chicks with nose rings いつも 心へほしいつか 誰かとまた恋に落ちても いつも 心にいるいつも あなただけの場所があるから いつも 心へほしいつか 誰かとまた恋に落ちても いつも 心にいるいつも あなただけの場所があるから ","[0, 0, 0.8371077179908752, 0, 0, 0, 0]",['en'],0.925,0.43,8,-9.401,1,0.0416,0.286,0.0,0.139,0.924,94.132,audio_features,00k8Ha8mvcpiNkSLJ4klxT,spotify:track:00k8Ha8mvcpiNkSLJ4klxT,https://api.spotify.com/v1/tracks/00k8Ha8mvcpiNkSLJ4klxT,https://api.spotify.com/v1/audio-analysis/00k8Ha8mvcpiNkSLJ4klxT,255164,4
Trem Mais Caro,True,"['DJ JR Oficial', 'GORDÃO DO PC', 'DJ Lg do Sf', 'MC Theuzyn', 'MC Teteu', 'Mc Talibã', 'MC Lil', 'Mc J Mito']","['3zvsV2QKvNELyByQFLSRou', '34BnNmWVguXa3CigvfHJHS', '72ipMVQcFmP8kVnlHbcV3q', '1boMFBiRXiba4RCcPs5DMm', '2pV4eqEWsHrgwSbuAg2fmi', '2DMQ1LeygTDGeyErwBwaeG', '70Xuy7hYKF1SMmWsrIuwit', '0n57jUvvtDjkdrnbV7kOvB']","['funk bh', 'funk mtg', 'funk bh', 'funk mtg', 'funk viral', 'funk bh', 'funk mtg', 'funk rj', 'funk mtg', 'funk mtg', 'deboxe', 'funk mtg', 'funk paulista', 'funk carioca', 'funk ostentacao', 'funk paulista', 'funk mtg']",2022-09-02,"Ai, ai, ai, bebê Ai, ai, ai, ai, ai Ai, ai, ai, bebê Ai, ai, ai, ai, ai Ai, ai, ai, bebê Ai, ai, ai, ai, ai Ai, ai, ai, bebê Ai, ai, ai, ai, ai Ela tá Taca-lhe pau (senta, senta) (Ai, ai, ai, bebê) É que ela ficou gamada, ai, ai, ai, ai, ai No porte da PT camada, ai, ai, ai, ai, ai Agora ela quer me dar Implorando pra sentar Oi, é que ela ficou gamada, ai, ai, ai, ai, ai No porte da PT camada, ai, ai, ai, ai, ai Agora ela quer me dar Implorando pra sentar Ela só quer quem é criminoso Quem porta trocado Quem tá cheio de ouro Ela só quer quem é criminoso Quem porta trocado Quem anda com ouro Ela só quer Conjuntão da Nike, corte atualizado Dj JR é do trem mais caro Conjuntão da Nike, corte atualizado Gordão do PC é do trem mais caro Como é bom ser traficante Chove puta muito fácil Como é bom ser traficante Chove puta muito fácil Como é bom ser traficante Chove puta muito fácil Ela quer os criminoso Cria da favela Quer os criminoso Cria da favela, ai, ai, ai Vem na peça, vai Vem na peça, vai (ela quer) Taca-lhe pau (senta, senta) Ela quer os criminoso Cria da favela Quer os criminoso Cria da favela Ai, ai, ai, bebê Toma aí, pode escolher Quer sugar ou quer lamber? Vai logo, quero meter Meter em você Até o dia amanhecer Toma, toma, toma, toma (ai, ai, ai) Ai, ai, ai, bebê Toma aí, pode escolher Quer sugar ou quer lamber? Vai logo, quero meter Meter em você Até o dia amanhecer Toma pirocada forte até sua xereca arder Grita o nome do putão, Lg, Lg Que fode teu bucetão, Lg, Lg Grita o nome do putão, Lg, Lg Que fode teu bucetão, Lg, Lg Ah, ah, ah, vem Ah, ah, ah, vem Ah, ah, ah, vem Ah, ah, ah ","[0, 0, 0, 0, 0.21816138923168182, 0, 0]",['pt'],0.957,0.69,6,-2.233,0,0.164,0.165,2.15e-06,0.0736,0.76,130.009,audio_features,00kPaf5kR6D1VmpU6wgfJd,spotify:track:00kPaf5kR6D1VmpU6wgfJd,https://api.spotify.com/v1/tracks/00kPaf5kR6D1VmpU6wgfJd,https://api.spotify.com/v1/audio-analysis/00kPaf5kR6D1VmpU6wgfJd,168048,4
Tá Assim por Que Tá Boladona Terminei Com Ela,True,"['MC Durrony', 'Selminho DJ']","['2s1GtomGAJ3fnqQBkUXbIL', '1szIIFdhWodOHfQUDn39ib']",['funk rj'],2022-11-09,,[],[],0.873,0.92,1,-3.844,1,0.424,0.118,0.000303,0.0562,0.974,95.345,audio_features,00l1G4QGiPifBhtdlBr9Cc,spotify:track:00l1G4QGiPifBhtdlBr9Cc,https://api.spotify.com/v1/tracks/00l1G4QGiPifBhtdlBr9Cc,https://api.spotify.com/v1/audio-analysis/00l1G4QGiPifBhtdlBr9Cc,120839,3
Virus,False,"['PapaBoyz', 'Motreb']","['6wM6v2jCn7AXZREd2syCt3', '3a6Xy3UWd9AA5Zs1Dw22VU']","['persian melodic rap', 'persian trap']",2022-07-26,,[],[],0.838,0.726,1,-4.526,1,0.204,0.0718,0.0,0.108,0.497,148.991,audio_features,00n3ox9nr2AZqXlf1ypgo0,spotify:track:00n3ox9nr2AZqXlf1ypgo0,https://api.spotify.com/v1/tracks/00n3ox9nr2AZqXlf1ypgo0,https://api.spotify.com/v1/audio-analysis/00n3ox9nr2AZqXlf1ypgo0,167529,4
Saturnus,False,['Morabeza Tobacco'],['0zce27eTR25aKpjQ7CvOA7'],['stockholm indie'],2022-11-04,"Hyrde rum för länge Inom mig Inom mig Till en tid då alla Lämnade lämnade Lämnade mig Lämnade mig Lämnade mig Lämnade mig Ringen runt Saturnus Har stannat Har stannat Inget har förändrats Förutom, förutom Förutom gud Han lämnade mig Han lämnade mig Han lämnade mig Han lämnade mig Han lämnade mig Han lämnade mig Han lämnade mig Han lämnade mig","[0, 0, 0, 0, 0.2656967341899872, 0, 0]",['sv'],0.63,0.66,11,-7.629,0,0.0336,0.783,0.801,0.161,0.789,110.015,audio_features,00prDywHwnS670dcxYZ1TP,spotify:track:00prDywHwnS670dcxYZ1TP,https://api.spotify.com/v1/tracks/00prDywHwnS670dcxYZ1TP,https://api.spotify.com/v1/audio-analysis/00prDywHwnS670dcxYZ1TP,292391,4
